title,id,episodes,score,rank,popularity,members,favorites,start_date,end_date,status,type,synopsis
Spelunker Sensei,10406,1,5.19,7215,4384,1679,2,2011-03-16,2011-03-16,Finished Airing,OVA,"There's a new teacher in town—Spelunker! This unusual man is anything but a typical instructor, giving speeches about traffic safety to the students, reacting strangely to a humidifier, and enjoying lunch— albeit with ample condiment mishaps. With such a bizarre new role model to learn from, Spelunker's students will never be the same!"
Hotarubi no Mori e,10408,1,8.65,42,298,83171,1578,2011-09-17,2011-09-17,Finished Airing,Movie,"Intrigued by the tale of a mountain god, six-year-old Hotaru Takegawa loses her way in the ancient forest while visiting her uncle. Exhausted and desperate for help, Hotaru is thrilled to find a masked forest spirit named Gin. She learns the hard way that she should not touch the boy, or he would disappear. In spite of this, Gin leads Hotaru out of the forest and warns her never to return when she promises to come again with a gift. Paying no heed to his cautionary words, and despite being separated by both distance and planes of existence, Hotaru and Gin become close friends as she visits him every summer. However, their relationship and resolve are put to the test, when romantic feelings conflict with the one and only rule. Based on Yuki Midorikawa's manga of the same name, Hotarubi no Mori e is a tale of friendship and compromise of two people who should never have crossed paths, as their lives become hopelessly intertwined."
Kyouhaku: Owaranai Ashita - Special Stage,10409,1,5.83,6186,7368,203,0,2001-04-27,2001-04-27,Finished Airing,Special,Events of the original 3 episodes are being retold by Aya.
Gyo,10417,1,5.76,6633,1471,17243,13,2012-02-15,2012-02-15,Finished Airing,OVA,"Something in Okinawa reeks, and it isn't long before Kaori and her friends realize that the smell is coming from dead fish, which are walking out of the sea. The fish are fused to metal legs and are infected with a disease contractable by humans that was invented as a weapon by unknown sources. After what happens to Tadashi, Kaori finds herself in a new world very much like the old one but with the stench of death."
Deadman Wonderland OVA,10418,1,7.16,2263,657,45020,35,2011-10-08,2011-10-08,Finished Airing,OVA,"OVA bundled with the eleventh volume of Deadman Wonderland manga. Focuses on Senji's past, with him as the main character."
Menkui!,10419,2,7.24,2358,3444,3122,23,2011-05-27,2011-08-26,Finished Airing,OVA,"A series of erotic short stories adapting the manga of the same name. In the first, the most gorgeous girl in class, who's guaranteed to turn every guy who asks her out down due to her high standards, meets a unusual man who may break that streak and become her boyfriend. In the second, a girl develops feelings for her childhood friend and tries to get him to notice her but it proves difficult because he has a rather large obsession with maids."
Gakuen 3,10420,2,6.64,4347,4764,1321,6,2011-03-18,2011-07-22,Finished Airing,OVA,"Since Kagetora doesn't study at all, he is sent to a strict boarding school. One day, he meets three beautiful girls at school and falls in love with them.... To have sex with them, he makes a secret plan..."
Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,10421,1,6.54,4748,4366,1700,6,2011-05-27,2011-05-27,Finished Airing,OVA,"An idol group called ""Live un veil"" has been formed. The members are Nagisa, Nanami and Kaede, and a tour with fans to a southern island has been announced. All TVs and magazines pick it up and a lot of fans apply for it. The main character is Ryou. One day, he receives a parcel, which includes a film, an envelope and some erotic swimsuits for girls. ""What is it!?"" He opens the envelope, and finds a ticket to the tour and a letter. It says, ""If you take a photo using this film, their libido will become uncontrollable...."" ""Does this mean take a photo of the idols and make them wear these erotic swimsuits?"" But he is more interested in taking part in the tour because he also applied for it. He doesn't care if the film is fake or not. ""Great! I'll spend a happy time with them!"" Like this, he participates in the tour..."
Ona x2,10424,1,5.66,6738,6063,580,0,2011-02-25,2011-02-25,Finished Airing,OVA,The story begins with a very sexually active female lead imagining all possibly risky situations that she would have or could have had with her date if he didn't leave for the evening.
"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",10431,1,7.06,2588,1704,13691,9,2010-08-29,2010-08-29,Finished Airing,ONA,"A promotional video that was shown to the public at Comiket 78, and uploaded to YouTube and posted on the official website. It was also included with the first Blu-ray/DVD volume of the Matsuri OVA. It is done in the style of a visual novel game played on a Nintendo DS screen."
Animal Dance,10436,1,5.07,7175,7021,271,1,2009-00-00,2009-00-00,Finished Airing,Movie,No synopsis has been added for this series yet. Click here to update this information.
Birei Okami Mie,10443,1,6.32,5423,4641,1415,3,2011-04-22,2011-04-22,Finished Airing,OVA,A widow and her daughter own a small restaurant and a young man helps them in the kitchen. The young lady had always loved him and finally confess her love to him and both become lovers but one day she realizes that her mother is lonely and sad because of her late husband so she comes up with a plan where the three of them can be happy together.
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,10444,24,7.47,1345,2422,7058,25,2011-04-03,2011-09-25,Finished Airing,TV,"Returning to the Digital World, Taiki and Shoutmon learn that the Bagra Army has taken it over and reformatted the world to have Seven Kingdoms, each ruled by a general."
Perfect Day,10445,1,7.66,911,2681,5623,7,2011-02-00,2011-02-00,Finished Airing,Music,Original animated music video for SuperCell.
Aquarion Evol,10447,26,7.34,1708,734,40578,242,2012-01-09,2012-06-25,Finished Airing,TV,"The ""Abductors"" Invaders from Altea come to Earth with only one purpose, to harvest humans. DEAVA the Aquaria Academy exists to train men and women to use Aquaria, but they cannot ever merge because of Guize stones, these block an ""unholy union"" between genders. The story follows Amata and Mikono in their enrollment into DEAVA, and fight their fight with Abductors."
Rain Town,10448,1,7.43,1311,2263,8155,18,2011-03-06,2011-03-06,Finished Airing,ONA,"Independent animation by Hiroyasu Ishida, the animator of Fumiko no Kokuhaku."
Kyoukaisenjou no Horizon,10456,13,7.33,1848,498,57972,476,2011-10-02,2011-12-25,Finished Airing,TV,"In the far future, humans abandon a devastated Earth and traveled to outer space. However, due to unknown phenomenon that prevents them from traveling into space, humanity returns to Earth only to find it inhospitable except for Japan. To accommodate the entire human population, pocket dimensions are created around Japan to house in the populace. In order to find a way to return to outer space, the humans began reenacting human history according to the Holy book Testament. But in the year 1413 of the Testament Era, the nations of the pocket dimensions invade and conquer Japan, dividing the territory into feudal fiefdoms and forcing the original inhabitants of Japan to leave. It is now the year 1648 of the Testament Era, the refugees of Japan now live in the city ship Musashi, where it constantly travels around Japan while being watched by the Testament Union, the authority that runs the re-enactment of history. However, rumors of an apocalypse and war begin to spread when the Testament stops revealing what happens next after 1648. Taking advantage of this situation, Toori Aoi, head of Musashi Ariadust Academy's Supreme Federation and President of the student council, leads his fellow classmates to use this opportunity to regain their homeland."
JK to Inkou Kyoushi 4,10457,2,6.86,3533,3794,2385,13,2011-05-27,2012-01-27,Finished Airing,OVA,"Takashi is a teacher. One day, two new students come to his class, Shizuka and Satsuki. Shizuka is friendly and Satsuki is quiet. Some days later the vice-principal suddenly orders Takashi to take care of them, and it turns out that Shizuka is actually selfish and egoistic..."
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,10458,2,6.91,3466,3832,2336,24,2011-05-27,2011-06-24,Finished Airing,OVA,"After the disappearance of her sister and finding out she had joined a suspicious enlightenment group seminar, Riko enlisted herself into the course to find her but the only way to reach the same course as her was to rank up and the only way to do so was to help others release... that being through sex."
Kimi to Boku.,10460,13,7.88,622,563,52023,606,2011-10-04,2011-12-27,Finished Airing,TV,"The story revolves around four teens—the good-looking twins Yuuta and Yuuki Asaba, the effeminate Shun Matsuoka, and the class head Kaname Tsukahara—who have known each other since early childhood. While they are not necessarily good or bad friends, they continue to hang out well into high school. The half-Japanese transfer student Chizuru Tachibana joins the circle of friends in this comedy about the everyday life of adolescence."
Exper Zenon,10463,1,5.80,6495,6703,355,0,1991-09-27,1991-09-27,Finished Airing,Movie,"Tadashi is a high school student and computer-game addict. After a long day spent playing the game Zenon, he is visited in a dream by the heroine, Sartova. In an anime replay of The Last Starfighter, she takes him to the world of Zenon, where the game is played with human lives at stake. The show starts with our hero Hiroshi easily defeating an arcade machine, impressing all of his nerdy friends. When he gets home, he finds a bizarre new game waiting for him on his computer. The game promises him a chance at winning the heart of a beautiful girl, so Hiroshi presses ""Yes"" to begin...only to have the screen turn to static right in front of him. Skip to the next day. Hiroshi starts telling his friends about this game, and they aren't sure what to believe. But right then, in the middle of the class, a huge electrical storm hits, leaving in its wake a lone white egg. When Hiroshi touches it, the egg opens, revealing a beautiful green-haired girl. This girl, Hiroko, gives Hiroshi the name Zenon and gives him all sorts of powers, including ESP. That's all well and good, but right afterwards all the way to the very end, Hiroshi/Zenon winds up battling all sorts of evil bad guys and huge meanies non-stop to protect his new sweetheart."
